Topics,Title,Summary,Wiki_url
Basketball,Italy men's national under-19 basketball team,"The Italy men's national under-18 and under-19 basketball team is the national representative for Italy in international under-18 and under-19 basketball tournaments. They are administered by the Federazione Italiana Pallacanestro.
The team regularly competes at the FIBA U18 EuroBasket, and also won three medals at the FIBA U19 World Cup.",https://en.wikipedia.org/wiki/Italy_men's_national_under-19_basketball_team
Basketball,National Association of Basketball Coaches,"The National Association of Basketball Coaches (NABC), headquartered in Kansas City, Missouri, is an American organization of men's college basketball coaches. It was founded in 1927 by Phog Allen, the men's basketball head coach for the University of Kansas.
Formation of the NABC began when Joint Basketball Rules Committee, then the central governing authority of the game, announced without notice that it had adopted a change in the rules which virtually eliminated dribbling. Allen, a student of basketball founder James Naismith, organized a nationwide protest which ultimately resulted in the dribble remaining part of the game.
In 1939, the NABC held the first national basketball tournament in Evanston, Illinois at the Northwestern Fieldhouse.  Oregon defeated Ohio State for the first tournament championship. The next year, the NABC asked the NCAA to take over the administration of the tournament. In exchange, the NCAA provided complimentary tickets for NABC members to the Finals and placed an NABC member on its Tournament Committee.
NABC initiatives include establishing the original Basketball Hall of Fame in Springfield, Massachusetts, the format of today's NCAA basketball tournament, and the College Basketball Experience and National Collegiate Basketball Hall of Fame at the T-Mobile Center in downtown Kansas City, Missouri.  This facility was completed on October 10, 2007.",https://en.wikipedia.org/wiki/National_Association_of_Basketball_Coaches
Basketball,Point guard,"The point guard (PG), also called the one or the point, is one of the five positions in a regulation basketball game. A point guard has perhaps the most specialized role of any position and is usually the shortest player on the court. Point guards are expected to run the team's offense by controlling the ball and making sure that it gets to the right player at the right time. Above all, the point guard must understand and accept their coach's game plan; in this way, the position can be compared to the position of quarterback in gridiron football. They must also be able to adapt to what the defense is allowing and must control the pace of the game.

A point guard specializes in certain skills, like other player positions in basketball. Their primary job is to facilitate scoring opportunities for their team, or sometimes for themselves. Lee Rose has described a point guard as a coach on the floor, who can handle and distribute the ball to teammates. This typically involves setting up plays on the court, getting the ball to the teammate in the best position to score and controlling the tempo of the game. Generally, a point guard should always look out for teammates and have the ability to pass well. A point guard should know when and how to instigate a fast break and initiate the more deliberate sets. Point guards are expected to be vocal floor leaders, with situational awareness of the shot clock and game clock times, the score, the number of remaining timeouts for both teams and more.

Magic Johnson won the National Basketball Association Most Valuable Player Award (MVP) three times in his career, the most for a point guard in NBA history. Stephen Curry and Steve Nash have each been named the league MVP twice. Other NBA point guards with wins include Bob Cousy, Oscar Robertson, Allen Iverson, Derrick Rose, and Russell Westbrook. Since 1969, Johnson and Curry are the only point guards to win the NBA MVP, Finals MVP and All-Star Game MVP awards in their careers. Notable point guards of the WNBA include five-time champion Sue Bird, her Olympic teammate Diana Taurasi (the only two basketball players of either gender to earn five Olympic gold medals for basketball) and Courtney Vandersloot. In the NBA, point guards generally range from 6 ft 1 in (1.85 m) to 6 ft 4 in (1.93 m) whereas in the WNBA, point guards are usually 5 ft 9 in (1.75 m) or shorter. Having above-average size (height, muscle) is considered advantageous, although size is secondary to situational awareness, speed, quickness and ball-handling skills. At 5 ft 3 in (1.60 m) the shortest player in NBA history, Muggsy Bogues played 889 games in a 14-year career as a point guard.
After the opponent scores, it is typically the point guard who brings the ball down the court to begin an offensive play. Passing skills, ball handling and court vision are crucial. Speed is important; a speedy point guard is better able to create separation and space off the dribble, giving themselves room to work. Point guards are often valued more for their assist totals than for their scoring. John Stockton holds the all time NBA record for assists. Another major evaluation factor is the assist-to-turnover ratio, which reflects the decision-making skills of the player. Given the evolved nature of basketball in the modern day, a first-rate point guard is also required to have a reasonably effective jump shot.

",https://en.wikipedia.org/wiki/Point_guard
Basketball,Spain men's national under-19 basketball team,"The Spain national U-19 basketball team (Spain Youth national basketball team), is the representative for Spain in international basketball competitions, and it is organized and run by the Spanish Basketball Federation. The Spain national U-19 basketball team represents Spain at the FIBA Under-19 World Championship.",https://en.wikipedia.org/wiki/Spain_men's_national_under-19_basketball_team
Basketball,James Naismith,"James Naismith (NAY-smith; November 6, 1861 – November 28, 1939) was a Scottish-Canadian-American physical educator, physician, Christian chaplain, and sports coach, best known as the inventor of the game of basketball.
After moving to the United States, he wrote the original basketball rule book and founded the University of Kansas basketball program in 1898. Naismith lived to see basketball adopted as an Olympic demonstration sport in 1904 and as an official event at the 1936 Summer Olympics in Berlin, as well as the birth of the National Invitation Tournament (1938) and the NCAA Tournament (1939).
Naismith studied and taught physical education at McGill University in Montreal until 1890, before moving to Springfield, Massachusetts, United States, later that year, where in 1891 he designed the game of basketball while he was teaching at the International YMCA Training School. Seven years after inventing basketball, Naismith received his medical degree in Denver in 1898. He then arrived at the University of Kansas, later becoming the Kansas Jayhawks' athletic director and coach.
While a coach at Kansas, Naismith coached Phog Allen, who later became the coach at Kansas for 39 seasons, beginning a lengthy and prestigious coaching tree. Allen then went on to coach legends including Adolph Rupp and Dean Smith, among others, who themselves coached many notable players and future coaches.",https://en.wikipedia.org/wiki/James_Naismith
Basketball,List of basketball video games,The following is a list of basketball video games. Most of these sports video games represent basketball in the National Basketball Association (NBA).,https://en.wikipedia.org/wiki/List_of_basketball_video_games
Cars,Car,"A car, or an automobile, is a motor vehicle with wheels. Most definitions of cars state that they run primarily on roads, seat one to eight people, have four wheels, and mainly transport people rather than cargo. There are around one billion cars in use worldwide.
The French inventor Nicolas-Joseph Cugnot built the first steam-powered road vehicle in 1769, while the Swiss inventor François Isaac de Rivaz designed and constructed the first internal combustion-powered automobile in 1808. The modern car—a practical, marketable automobile for everyday use—was invented in 1886, when the German inventor Carl Benz patented his Benz Patent-Motorwagen. Commercial cars became widely available during the 20th century. The 1901 Oldsmobile Curved Dash and the 1908 Ford Model T, both American cars, are widely considered the first mass-produced and mass-affordable cars, respectively. Cars were rapidly adopted in the US, where they replaced horse-drawn carriages. In Europe and other parts of the world, demand for automobiles did not increase until after World War II. In the 21st century, car usage is still increasing rapidly, especially in China, India, and other newly industrialised countries.
Cars have controls for driving, parking, passenger comfort, and a variety of lamps. Over the decades, additional features and controls have been added to vehicles, making them progressively more complex. These include rear-reversing cameras, air conditioning, navigation systems, and in-car entertainment. Most cars in use in the early 2020s are propelled by an internal combustion engine, fueled by the combustion of fossil fuels. Electric cars, which were invented early in the history of the car, became commercially available in the 2000s and are predicted to cost less to buy than petrol-driven cars before 2025. The transition from fossil fuel-powered cars to electric cars features prominently in most climate change mitigation scenarios, such as Project Drawdown's 100 actionable solutions for climate change.
There are costs and benefits to car use. The costs to the individual include acquiring the vehicle, interest payments (if the car is financed), repairs and maintenance, fuel, depreciation, driving time, parking fees, taxes, and insurance. The costs to society include maintaining roads, land-use, road congestion, air pollution, noise pollution, public health, and disposing of the vehicle at the end of its life. Traffic collisions are the largest cause of injury-related deaths worldwide. Personal benefits include on-demand transportation, mobility, independence, and convenience. Societal benefits include economic benefits, such as job and wealth creation from the automotive industry, transportation provision, societal well-being from leisure and travel opportunities. People's ability to move flexibly from place to place has far-reaching implications for the nature of societies.",https://en.wikipedia.org/wiki/Car
Cars,Car (disambiguation),"A car is a motor vehicle with wheels.
Car, Cars, CAR or CARS may also refer to:",https://en.wikipedia.org/wiki/Car_(disambiguation)
Cars,The Cars,"The Cars were an American rock band formed in Boston in 1976. Emerging from the new wave scene in the late 1970s, they consisted of Ric Ocasek (rhythm guitar), Benjamin Orr (bass guitar), Elliot Easton (lead guitar), Greg Hawkes (keyboards), and David Robinson (drums). Ocasek and Orr shared lead vocals, and Ocasek was the band's principal songwriter and leader.  
The Cars were at the forefront of the merger of 1970s guitar-oriented rock with the new synthesizer-oriented pop that became popular in the early 1980s. Music critic Robert Palmer, writer for The New York Times and Rolling Stone, described the Cars' musical style: ""They have taken some important but disparate contemporary trends—punk minimalism, the labyrinthine synthesizer and guitar textures of art rock, the '50s rockabilly revival and the melodious terseness of power pop—and mixed them into a personal and appealing blend.""
The Cars were named Best New Artist in the 1978 Rolling Stone Readers' Poll. The band's debut album, The Cars, sold six million copies and appeared on the Billboard 200 album chart for 139 weeks. The Cars had four Top 10 hits: ""Shake It Up"" (1981), ""You Might Think"" (1984), ""Drive"" (1984), and ""Tonight She Comes"" (1985). The band won Video of the Year for ""You Might Think"" at the first MTV Video Music Awards in 1984.
The Cars disbanded in 1988. Orr died in 2000 from pancreatic cancer, at the age of 53. In 2007, Easton and Hawkes joined Todd Rundgren and others to form the offshoot band The New Cars. The surviving original members of the Cars reunited in 2010 to record the band's seventh and final album, Move Like This, which was released in May 2011. Following a short tour in support of Move Like This, the band once again went on hiatus. In April 2018, the Cars were inducted into the Rock and Roll Hall of Fame and reunited to perform at the induction ceremony. Ocasek died of cardiovascular disease in September 15, 2019, at the age of 75.

",https://en.wikipedia.org/wiki/The_Cars
Cars,Cars (franchise),"Cars is an American animated film series and media franchise set in a world populated by anthropomorphic vehicles created by John Lasseter, Joe Ranft and Jorgen Klubien. The franchise began with the 2006 film, Cars, produced by Pixar and released by Walt Disney Pictures. The film was followed by the sequels Cars 2 (2011) and Cars 3 (2017). The now-defunct Disneytoon Studios produced the two spin-off films Planes (2013) and Planes: Fire & Rescue (2014).
The first two Cars films were directed by Lasseter, then-chief creative officer of Pixar, Walt Disney Animation Studios, and Disneytoon Studios, while Cars 3 was directed by Brian Fee, a storyboard artist on the previous installments. Lasseter served as executive producer of Cars 3 and the Planes films. Together, all three Cars films have accrued over $1.4 billion in box office revenue worldwide while the franchise has amassed over $10 billion in merchandising sales within its first five years.",https://en.wikipedia.org/wiki/Cars_(franchise)
Cars,Cars (film),"Cars is a 2006 American animated sports comedy film produced by Pixar Animation Studios for Walt Disney Pictures. The film was directed by John Lasseter, co-directed by Joe Ranft, produced by Darla K. Anderson, and written by Lasseter, Ranft, Dan Fogelman, Kiel Murray, Phil Lorin, and Jorgen Klubien based on a story by Lasseter, Ranft, and Klubien. The film stars an ensemble voice cast of Owen Wilson, Paul Newman (in his final voice acting theatrical film role), Bonnie Hunt, Larry the Cable Guy, Tony Shalhoub, Cheech Marin, Michael Wallis, George Carlin, Paul Dooley, Jenifer Lewis, Guido Quaroni, Michael Keaton, Katherine Helmond, John Ratzenberger and Richard Petty, while race car drivers Dale Earnhardt Jr. (as ""Junior""), Mario Andretti, Michael Schumacher and car enthusiast Jay Leno (as ""Jay Limo"") voice themselves.
Set in a world populated entirely by anthropomorphic vehicles, the film follows a young self-obsessed racecar named Lightning McQueen who, on the way to the most important race of his life, becomes stranded in a forgotten town along U.S. Route 66 called Radiator Springs, where he learns about friendship and begins to reevaluate his priorities.
Development for Cars started in 1998, after finishing the production of A Bug's Life, with a new script titled The Yellow Car, which was about an electric car living in a gas-guzzling world with Klubien writing. It was announced that the producers agreed that it could be the next Pixar film after A Bug's Life, scheduled for a 1999 release, particularly around June 4; the idea was later scrapped in favor of Toy Story 2. Shortly after, production was resumed with major script changes. The film was inspired by Lasseter's experiences on a cross-country road trip. Randy Newman composed the film's score, while artists such as Sheryl Crow, Rascal Flatts, John Mayer and Brad Paisley contributed to the film's soundtrack. Cars ultimately served as the final film independently produced by Pixar after its purchase by Disney in January 2006.
Cars premiered on May 26, 2006, at Lowe's Motor Speedway in Concord, North Carolina and was theatrically released in the United States on June 9, to generally positive reviews and commercial success, grossing $462 million worldwide against a budget of $120 million, becoming the sixth-highest-grossing film of 2006. It received two nominations at the 79th Academy Awards, including Best Animated Feature, but lost to Happy Feet (but won both the Annie Award for Best Animated Feature and the Golden Globe Award for Best Animated Feature Film). The film was released on DVD on November 7, 2006, on VHS in limited quantities on February 19, 2007, and on Blu-ray on November 6, 2007. It was accompanied by the short One Man Band for its theatrical and home media releases. The film was dedicated to Ranft, who died in a car crash during the film's production.
The success of Cars launched a multimedia franchise, which includes two sequels: Cars 2 (2011) and Cars 3 (2017), as well as two spin-off films produced by Disneytoon Studios: Planes (2013) and Planes: Fire and Rescue (2014).",https://en.wikipedia.org/wiki/Cars_(film)
Cars,Canadian Aviation Regulations,The Canadian Aviation Regulations (CARs) are the rules that govern civil aviation in Canada.,https://en.wikipedia.org/wiki/Canadian_Aviation_Regulations
Cars,MG Cars,"MG is a British automotive marque founded by Cecil Kimber in the 1920s, and M.G. Car Company Limited was the British sports car manufacturer existing between 1930 and 1972 that made the marque well known. Since 2007 the marque has been controlled by Chinese state-owned automaker SAIC Motor.
MG cars had their roots in a 1920s sales promotion sideline of Morris Garages, a retail sales and service centre in Oxford belonging to William Morris. The business's manager, Cecil Kimber, modified standard production Morris Oxfords and added MG Super Sports to the plate at the nose of the car. A separate M.G. Car Company Limited was incorporated in July 1930. It remained Morris's personal property until 1 July 1935, when he sold it to his holding company, Morris Motors Limited.
MG underwent many changes in ownership over the years. Morris's Nuffield Organization merged with Austin to create the British Motor Corporation Limited (BMC) in 1952. Its activities were renamed MG Division of BMC in 1967, and so it was a component of the 1968 merger that created British Leyland Motor Corporation (BLMC). The MG marque continued to be used by the successors of BLMC: British Leyland, the Rover Group and, by the start of 2000, the MG Rover Group, which entered receivership in 2005. The MG marque along with other assets of MG Rover were purchased by Nanjing Automobile Group (which merged into SAIC Motor in 2007). Production of MG vehicles restarted in 2007 in China under Chinese ownership. The first new MG model in the UK for 16 years, the MG6, was launched on 26 June 2011.",https://en.wikipedia.org/wiki/MG_Cars
Cars,Lotus Cars,"Lotus Group (also known as Lotus Cars) is a British multinational automotive manufacturer of luxury sports cars and electric vehicles.
Lotus Group is composed of three primary entities. Lotus Cars, a high-performance sports car company, is based in Hethel, Norfolk. Lotus Tech, an all-electric lifestyle vehicle company, headquartered in Wuhan, China, and operates regional facilities in the United Kingdom, the Netherlands, and Germany. Additionally, Lotus Engineering, an engineering consultancy firm, is headquartered at the Lotus Advanced Technology Centre (LATC) located at the University of Warwick's Wellesbourne Campus.
Lotus was founded and owned for many years by Colin Chapman. After his death and a period of financial instability, it was bought by General Motors, then Romano Artioli and then DRB-HICOM through its subsidiary Proton, which owned Lotus from 1996 to 2017. Lotus is currently majority-owned by Chinese multinational Geely. Between 2017 and 2025, Lotus traded as Lotus NYO in China due to a trademark dispute with Youngman.
Lotus was previously involved in Formula One racing, via Team Lotus, winning the Formula One World Championship seven times. Notable Lotus cars include the Lotus Seven, the Elan, the Esprit and the Elise.

",https://en.wikipedia.org/wiki/Lotus_Cars
Cars,Cars 3,"Cars 3 is a 2017 American animated sports comedy-adventure film produced by Pixar Animation Studios for Walt Disney Pictures. It is a sequel to Cars 2 (2011) and the third film in the Cars franchise. It was directed by Brian Fee and produced by Kevin Reher, from a screenplay written by Kiel Murray, Bob Peterson, and Mike Rich, and a story by Fee, Ben Queen, and the writing team of Eyal Podell and Jonathan E. Stewart. The returning voices of Owen Wilson, Larry the Cable Guy, Bonnie Hunt, Tony Shalhoub, Guido Quaroni, Cheech Marin, Jenifer Lewis, Paul Dooley, Lloyd Sherr, Michael Wallis, Katherine Helmond and John Ratzenberger are joined by Cristela Alonzo, Chris Cooper, Armie Hammer, Nathan Fillion, Kerry Washington, and Lea DeLaria, in addition to a dozen NASCAR personalities. In the film, Lightning McQueen (Wilson), now a veteran race car, must prove that he is still competitive against a new generation of technologically advanced racers, with the help of young technician Cruz Ramirez (Alonzo), to prevent a forced retirement from the Piston Cup.
Development of a third Cars film began in late 2011 after the release of its predecessor, and entered production in 2014, with Pixar's then-CCO John Lasseter stating that it would be a ""very emotional story"", and go back to the first film's themes. The production team for the film conducted research on multiple NASCAR racers, particularly older ones, as well as a sports psychoanalyst, while also focusing on McQueen's relationship with Doc Hudson and its meaning. The production utilized a new rendering system, Rix Integration Subsystem (RIS), which was previously used in Finding Dory (2016). New cast members including Hammer and Alonzo were announced in January 2017, followed by Fillion, Washington and DeLaria two months later. Randy Newman, who had worked on the first film, composed the film's score with artists such as Andra Day, James Bay, Brad Paisley and Jorge Blanco contributing tracks for the film.
Cars 3 was first screened for the NASCAR industry in Kannapolis, North Carolina on May 23, 2017, before its theatrical release in the United States on June 16, accompanied by the animated short film Lou. It received generally positive reviews from critics and grossed $383 million worldwide against its $175 million budget, becoming the lowest-grossing film of the franchise, but still a box office success.",https://en.wikipedia.org/wiki/Cars_3
Cars,Volvo Cars,"Volvo Car AB, trading as Volvo Cars (Swedish: Volvo personvagnar, styled VOLVO in the company's logo) is a Swedish multinational manufacturer of luxury vehicles. Volvo is headquartered in Torslanda, Gothenburg. The company manufactures SUVs, station wagons, and sedans. The company's main marketing revolves around safety and its Swedish heritage and design.
Volvo Cars has been separate from its former parent conglomerate and producer of heavy trucks, buses, and construction equipment (among others) AB Volvo since 1999 when AB Volvo sold its automobile division Volvo Cars to Ford Motor Company for US$6.47 billion. On 28 March 2010, Ford sold Volvo Cars at a loss to Geely Holding for $1.8 billion; the deal closed in August 2010. Volvo Cars was publicly listed on the Nasdaq Stockholm stock exchange in 2021, though Geely Holding still retains majority ownership. Volvo Cars and AB Volvo share the Volvo logo, and cooperate in running the Volvo Museum.
In March 2021, Volvo Cars announced that it would be a fully electric brand by 2030, with vehicles sold exclusively online. In June 2021, Volvo Cars and Swedish battery developer and manufacturer Northvolt announced the intention to establish a 50/50 joint venture consisting of a battery gigafactory and R&D (research and development) center. In December 2021, it was revealed the battery R&D center would be located in Gothenburg. In February 2022, Gothenburg was also chosen as the location for the battery gigafactory.
During 2021 and 2022, Volvo Cars transferred its hybrid engine research and production capabilities in Skövde and Zhangjiakou to Aurobay, in a joint venture with Geely. In 2023, Volvo removed conventional engines as an option, meaning mild hybrids are the base engine option in the US.
Volvo Cars owns 18% of Polestar and 50% of NOVO Energy (electric vehicle batteries), 100% of Zenseact (AD and ADAS software), and 100% of HaleyTek (Android-based infotainment systems). As of 2022, Volvo Cars has production plants in Torslanda in Sweden, Ridgeville, South Carolina in the United States, Ghent in Belgium, and Daqing in China.",https://en.wikipedia.org/wiki/Volvo_Cars
Cars,Cars 2,"Cars 2 is a 2011 American animated spy comedy film produced by Pixar Animation Studios for Walt Disney Pictures. It is the sequel to Cars (2006), the second film in the Cars franchise, and the 12th animated film from the studio. The film was directed by John Lasseter, co-directed by Brad Lewis, produced by Denise Ream, and written by Ben Queen, Lasseter, Lewis, and Dan Fogelman. In the film's ensemble voice cast, Owen Wilson, Larry the Cable Guy, Tony Shalhoub, Guido Quaroni, Bonnie Hunt, and John Ratzenberger reprise their roles from the first film. George Carlin, who previously voiced Fillmore, died in 2008, and his role was passed to Lloyd Sherr. They are joined by newcomers Michael Caine, Emily Mortimer, John Turturro, Eddie Izzard, and Thomas Kretschmann. In the film, Lightning McQueen and Mater agree to compete in the World Grand Prix, an international racing event showcasing a new alternative fuel called Allinol, but Mater inadvertently becomes involved in a dangerous espionage mission that puts both his and McQueen's life in jeopardy.
Cars 2 was first announced in April 2008 with a tentative summer 2012 release date, which was later moved up to the summer of 2011. Lasseter was confirmed to be returning as director, while Lewis was designated as co-director in June 2010. The film's story was conceived by Lasseter while he was traveling around the world promoting the first film. Michael Giacchino composed the film's score, with artists such as Weezer, Robbie Williams, Brad Paisley and Bénabar contributing tracks for the film. This was the final Pixar film animated with their old software system, Marionette, before being officially replaced with Presto in 2012. With an estimated budget of $200 million, Cars 2 is one of the most expensive films ever made.
Cars 2 premiered at the El Capitan Theatre in Los Angeles on June 18, 2011, and was released in the United States on June 24, in Disney Digital 3D and IMAX 3D as well as traditional two-dimensional and IMAX formats. Despite receiving mixed reviews from critics, Cars 2 continued Pixar's streak of box office success, grossing over $559 million worldwide, becoming the tenth-highest-grossing film of 2011 and the highest-grossing film of the Cars trilogy. The film was nominated for Best Animated Feature Film at the 69th Golden Globe Awards, but lost to The Adventures of Tintin. A sequel, Cars 3, was released on June 16, 2017.",https://en.wikipedia.org/wiki/Cars_2
Cars,Jaguar Cars,"Jaguar (UK: , US: ) is the sports car and luxury vehicle brand of Jaguar Land Rover, a British  multinational car manufacturer with its headquarters in Whitley, Coventry, England. Jaguar Cars was the company that was responsible for the production of Jaguar cars until its operations were fully merged with those of Land Rover to form Jaguar Land Rover on 1 January 2013.
Jaguar's business was founded as the Swallow Sidecar Company in 1922, originally making motorcycle sidecars before developing bodies for passenger cars. Under the ownership of SS Cars, the business extended to complete cars made in association with Standard Motor Company, many bearing Jaguar as a model name. The company's name was changed from SS Cars to Jaguar Cars in 1945. A merger with the British Motor Corporation followed in 1966, the resulting enlarged company now being renamed as British Motor Holdings (BMH), which in 1968 merged with Leyland Motor Corporation and became British Leyland, itself to be nationalised in 1975.
Jaguar was spun off from British Leyland and was listed on the London Stock Exchange in 1984 until it was acquired by Ford in 1990. Since the late 1970s, Jaguar manufactured cars for the Prime Minister of the United Kingdom, the most recent prime ministerial car delivery being an XJ (X351) in May 2010. The company also held royal warrants from Queen Elizabeth II and King Charles III.
Ford owned Jaguar Cars, also buying Land Rover in 2000, until 2008 when it sold both to Tata Motors. Tata created Jaguar Land Rover as a subsidiary holding company. At operating company level, Jaguar Cars was merged in 2013 with Land Rover to form Jaguar Land Rover as the single design, manufacture, sales company, and brand owner for both Jaguar and Land Rover vehicles.
Since the Ford ownership era, Jaguar and Land Rover have used joint design facilities in engineering centres at Whitley in Coventry and Gaydon in Warwickshire and Jaguar cars have been assembled in plants at Castle Bromwich and Solihull. On 15 February 2021, Jaguar Land Rover announced that all cars made under the Jaguar brand will be fully electric by 2025.",https://en.wikipedia.org/wiki/Jaguar_Cars
Cars,Car classification,"Governments and private organizations have developed car classification schemes that are used for various purposes including regulation, description, and categorization of cars.
The International Standard ISO 3833-1977 Road vehicles – Types – Terms and definitions also defines terms for classifying cars.",https://en.wikipedia.org/wiki/Car_classification
Cars,Lola Cars,"Lola Cars Limited is a British automobile manufacturer founded in 1958 by Eric Broadley in Bromley, England. The company is now owned by Till Bechtolsheimer, who purchased it in 2022. Lola Cars endured for more than fifty years to become one of the oldest and largest manufacturers of racing cars in the world. Lola started by building small front-engine sports cars, and branched out into Formula Junior cars before diversifying into a wider range of sporting vehicles. In 2012, Lola Cars stopped operations. Lola returned to motorsport in 2024 by joining the Formula E World Championship as an entrant and a powertrain supplier in a technical partnership with Yamaha.",https://en.wikipedia.org/wiki/Lola_Cars
Cars,Cars (painting),"Cars is a series of artworks by the American artist Andy Warhol, commissioned by Mercedes-Benz in 1986.
A German art dealer, Hans Meyer, commissioned the first painting, of a 300SL coupe, to celebrate the 1986 centenary of the invention of the motor car. When Mercedes-Benz saw the result, it commissioned the entire series, which was to track the evolution of its designs from the Benz Patent-Motorwagen 1885, Daimler Motor Carriage (1886), and Mercedes 35 hp (1901), to the Mercedes-Benz W125, and the Mercedes-Benz C111.
Now part of Mercedes-Benz's corporate art collection, Cars was unfinished at the time of Warhol's death in 1987. Warhol completed 36 silkscreen prints and 13 drawings of eight Mercedes models before his death. Warhol had planned to cover 20 models in 80 pieces. The series was based on photographs of cars, and were the first non-American designed objects that Warhol had portrayed in his work.
Cars has been exhibited just twice in its entirety in public: in Tübingen in 1988, and at the Albertina, Vienna from 22 January–16 May 2010. Half of the series was shown in Milton Keynes in September 2001.
Cars was Warhol's second automotive art project. In 1979 Warhol was commissioned by BMW to paint a Group 4 race version of the then elite supercar BMW M1 for the fourth installment in the BMW Art Car Project. Unlike the three artists before him, Warhol declined the use of a small scale practice model, instead opting to immediately paint directly onto the full scale automobile. It was indicated that Warhol spent only a total of 23 minutes painting the entire car.
Warhol's work for Mercedes-Benz and his similar commissions for Perrier have been criticized as ""undistinguished glitz"", with critics lamenting Warhol's ""passionate avarice"", accusing him of crossing the line into advertisements for their subjects.",https://en.wikipedia.org/wiki/Cars_(painting)
Cars,Project CARS,"Project CARS is a sim racing video game series developed by Slightly Mad Studios and published by Bandai Namco Entertainment. The franchise was introduced in 2015 and received a sequel in 2017, followed by Project CARS 3 in 2020. Following the acquisition of Codemasters by Electronic Arts, development on the Project CARS series ended in November 2022.",https://en.wikipedia.org/wiki/Project_CARS
Cars,Cars Toons,"Cars Toons is an American animated short series based on the Cars franchise. It features Lightning McQueen, Mater, and their friends in comedic antics and adventures canonical to the films. Larry the Cable Guy reprises his role as Mater while Keith Ferguson replaces Owen Wilson as the voice of Lightning McQueen until ""The Radiator Springs 500 ½"", when Wilson reprises his role.
The series premiered on October 27, 2008, with ""Rescue Squad Mater"" on Disney Channel, Toon Disney and ABC Family. Not exclusive to television, the shorts were also released on home media and/or as theatrical shorts. The series ended on May 20, 2014, with ""The Radiator Springs 500 ½"".",https://en.wikipedia.org/wiki/Cars_Toons
Cars,Calthorpe cars,"The Calthorpe Motor Company based in Bordesley Green, Birmingham, England, made a range of cars, motorcycles and bicycles from 1904 to 1932.",https://en.wikipedia.org/wiki/Calthorpe_cars
Cars,Chasing Cars,"""Chasing Cars"" is a song by Northern Irish–Scottish alternative rock band Snow Patrol, released on 6 June 2006 in the United States and 24 July in the United Kingdom as the second single of their fourth album, Eyes Open (2006). The song gained significant popularity in the US after being featured in the second season finale of the medical drama Grey's Anatomy, which aired on 15 May 2006.
""Chasing Cars"" was one of the songs that revealed the impact of legal downloads on single sales in the UK, selling consistently for years after its release. The song is Snow Patrol's biggest-selling single to date, ending 2006 as that year's 14th best-selling single in the UK. It was the last song performed live on the BBC's Top of the Pops that year. Released in the post-Britpop period, the song peaked at number 6 on the UK Singles Chart, and number 5 on the US Billboard Hot 100.
At the 49th Annual Grammy Awards in 2007, ""Chasing Cars"" was nominated for Best Rock Song, and at the 2007 Brit Awards it was nominated for Best British Single. As of 2019, the song has spent 111 weeks in the official UK top 75, 166 in the top 100 and had sold over one million copies in the UK by October 2013. It has also sold 3,900,000 copies in the US by January 2015, making it one of the top best-selling rock songs in the digital era. In 2009, UK music licensing body PPL announced that ""Chasing Cars"" was the most widely played song of the decade in the UK. Ten years later, it was revealed as the most-played song of the 21st century on UK radio.",https://en.wikipedia.org/wiki/Chasing_Cars
Cars,Bristol Cars,"Bristol Cars was a British manufacturer of hand-built luxury cars headquartered in Bristol, England.  It was formed from the car division of the Bristol Aeroplane Company after the Second World War and later became independent as Bristol Cars Limited. After being placed in receivership and being taken over in 2011, it entered liquidation in February 2020.
Bristol was always a low-volume manufacturer; the most recent published official production figures were for 1982, which stated that 104 cars were produced in that year. The company also had only one sales showroom, on the corner of Kensington High Street and Holland Road in London.
The company suspended manufacturing in March 2011, when administrators were appointed, 22 staff were made redundant at the factory in Filton, Bristol and subsequently the company was dissolved. In April 2011, a new company was formed by the administrator to sell the original assets to Kamkorp. The new company was liquidated in 2020 in order to pay creditors.

",https://en.wikipedia.org/wiki/Bristol_Cars
Cars,Alternative Cars,"Alternative Cars Limited is a New Zealand-based kit car company that manufactures fiber-glass bodied cars based on the 1950s MG TF. The company was founded by Russell Hooper, a medical supply representative, as Kit Kars Limited in 1984. In 1996 Kit Kars Ltd changed its name to Alternative Cars Limited. Initially the company operated from the owner's home, until moving to a small 600 square foot workshop in Auckland.",https://en.wikipedia.org/wiki/Alternative_Cars
Cars,Counting Cars,"Counting Cars is an American reality television series shown on History Channel and produced by Leftfield Pictures. The series, which is the third spin-off of Pawn Stars, is filmed in Las Vegas, where it chronicles the daily activities at Count's Kustoms, an automobile restoration and customization company owned and operated by Danny Koker a.k.a. The Count, who previously appeared as a recurring expert on Pawn Stars. In a format similar to another Pawn Stars spin-off, American Restoration, the series follows Koker and his staff as they restore and modify classic automobiles and motorcycles. Counting Cars debuted on August 13, 2012.

",https://en.wikipedia.org/wiki/Counting_Cars
